Estado	Clave estado	Clave	Nombre Estación	Municipio	Situación
Puebla	pue	21116	Chiautla De Tapia	Chiautla	Suspendida
Puebla	pue	21115	San Cristobal Tulcingo	Tulcingo	Operando
Puebla	pue	21114	Zoquitlan	Zoquitlán	Operando
Puebla	pue	21113	Zinacatepec (Smn)	Zinacatepec	Suspendida
Puebla	pue	21112	Zempoala (Cfe)	Chiconcuautla	Suspendida
Puebla	pue	21111	Santiago Zautla (Cfe)	Zautla	Suspendida
Puebla	pue	21110	Zapotitlan Salinas (Dge)	Zapotitlán	Suspendida
Puebla	pue	21109	Zapotitlan Salinas (Smn)	Zapotitlán	Operando
Puebla	pue	21108	Zapotitlan De Mendez	Zapotitlán De Méndez	Suspendida
Puebla	pue	21107	Zacatlan	Zacatlán	Operando
Puebla	pue	21106	Zacatlan (Cfe)	Zacatlán	Suspendida
Puebla	pue	21105	Zacatepec	Oriental	Suspendida
Puebla	pue	21104	Zacapoaxtla (Dge)	Zacapoaxtla	Suspendida
Puebla	pue	21103	Zacapoaxtla (Smn)	Zacapoaxtla	Operando
Puebla	pue	21102	Xochitlan Todos Santos	Xochitlán Todos Santos	Operando
Puebla	pue	21101	Flor Del Bosque	Amozoc	Suspendida
Puebla	pue	21100	Vista Hermosa	Soltepec	Operando
Puebla	pue	21099	Toma Veintiseis (Cfe)	Zacatlán	Suspendida
Puebla	pue	21098	Tlatlauquitepec (Cfe)	Tlatlauquitepec	Suspendida
Puebla	pue	21097	Tlaxco (Cfe)	Tlaxco	Suspendida
Puebla	pue	21096	Santa Rita Tlahuapan	Tlahuapan	Operando
Puebla	pue	21095	Tlachichuca	Tlachichuca	Suspendida
Puebla	pue	21094	San Sebastian Tlacotepec De Diaz	San Sebastián Tlacotepec	Operando
Puebla	pue	21093	Tlacotepec De Benito Juarez	Tlacotepec De Benito Juárez	Suspendida
Puebla	pue	21092	Tilapa	Coxcatlán	Suspendida
Puebla	pue	21091	Teziutlan	Teziutlán	Operando
Puebla	pue	21090	Teziutlan (Cfe)	Teziutlán	Suspendida
Puebla	pue	21088	Tepeixco (Cfe)	Zacatlán	Suspendida
Puebla	pue	21087	Tepexi De Rodriguez	Tepexi De Rodríguez	Operando
Puebla	pue	21086	Tepeaca	Tepeaca	Suspendida
Puebla	pue	21085	Tenango De Las Flores (Cfe)	Huauchinango	Suspendida
Puebla	pue	21084	Telpatlan	Vicente Guerrero	Operando
Puebla	pue	21083	Tehuacan	Tehuacán	Operando
Puebla	pue	21082	Tecamachalco	Tecamachalco	Operando
Puebla	pue	21081	Santa Cruz Coyotepec	San Juan Atenco	Operando
Puebla	pue	21080	San Salvador El Seco	San Salvador El Seco	Operando
Puebla	pue	21079	San Pedro Temamantla	Chalchicomula De Sesma	Operando
Puebla	pue	21078	San Martin Texmelucan Labastida	San Martín Texmelucan	Operando
Puebla	pue	21077	San Luis Atexcac	Guadalupe Victoria	Operando
Puebla	pue	21076	San Lorenzo Tlaxipehuala (Cfe)	Chiconcuautla	Suspendida
Puebla	pue	21075	San Lorenzo	Tehuacán	Suspendida
Puebla	pue	21074	San Juan Acateno (Cfe)	Teziutlán	Suspendida
Puebla	pue	21073	San Isidro Canoas Altas	Chalchicomula De Sesma	Operando
Puebla	pue	21072	San Diego Texmelucan	Chalchicomula De Sesma	Operando
Puebla	pue	21071	San Baltazar Tetela	Puebla	Suspendida
Puebla	pue	21070	San Antonio Cañada	San Antonio Cañada	Suspendida
Puebla	pue	21069	San Antonio Arroyo Prieto (Cfe)	Ixtacamaxtitlán	Suspendida
Puebla	pue	21068	Rancho Apulco	Zacapoaxtla	Suspendida
Puebla	pue	21067	Quimixtlan	Quimixtlán	Operando
Puebla	pue	21066	Pueblo Nuevo (Cfe)	Chignahuapan	Suspendida
Puebla	pue	21065	Puebla (Obs)	Puebla	Operando
Puebla	pue	21064	Presa La Soledad (Cfe)	Tlatlauquitepec	Suspendida
Puebla	pue	21063	Piaxtla	Piaxtla	Operando
Puebla	pue	21062	Patla (Cfe)	Jopala	Suspendida
Puebla	pue	21061	Paso Del Jardin (Cfe)	Jonotla	Suspendida
Puebla	pue	21060	Palmar De Bravo	Palmar De Bravo	Operando
Puebla	pue	21059	Oyameles	Tlatlauquitepec	Operando
Puebla	pue	21058	Nuevo Necaxa (Cfe)	Juan Galindo	Suspendida
Puebla	pue	21057	Mapilco (Cfe)	Xochitlán De Vicente Suárez	Suspendida
Puebla	pue	21056	La Trinidad (Cfe)	Chilchotla	Suspendida
Puebla	pue	21055	La Pagoda (Cfe)	Tlatlauquitepec	Suspendida
Puebla	pue	21054	La Fundicion (Cfe)	Teziutlán	Suspendida
Puebla	pue	21053	San Bernardino Lagunas	Vicente Guerrero	Operando
Puebla	pue	21052	Alchichica	Tepeyahualco	Operando
Puebla	pue	21051	Jopala (Cfe)	Jopala	Suspendida
Puebla	pue	21050	Jolalpan	Jolalpan	Operando
Puebla	pue	21049	Izucar De Matamoros (Dge)	Izúcar De Matamoros	Suspendida
Puebla	pue	21048	Ixcamilpa (Cfe)	Ixcamilpa De Guerrero	Suspendida
Puebla	pue	21047	Ixtacamaxtitlan (Cfe)	Ixtacamaxtitlán	Operando
Puebla	pue	21046	Huejotzingo	Huejotzingo	Operando
Puebla	pue	21045	Huehuetlan El Grande	Huehuetlán El Grande	Operando
Puebla	pue	21044	Huauchinango (Cfe)	Huauchinango	Suspendida
Puebla	pue	21043	Huahuaxtla (Cfe)	Zacapoaxtla	Suspendida
Puebla	pue	21042	Honey (Cfe)	Honey	Suspendida
Puebla	pue	21041	Coamanala (Cfe)	Huauchinango	Suspendida
Puebla	pue	21040	Guadalupe Buenavista	Guadalupe Victoria	Operando
Puebla	pue	21039	Guadalupe Potreros	Esperanza	Suspendida
Puebla	pue	21038	El Progreso	Guadalupe Victoria	Operando
Puebla	pue	21037	El Paredon	Chignahuapan	Suspendida
Puebla	pue	21036	El Carmen	Ahuazotepec	Suspendida
Puebla	pue	21035	Puebla (Dge)	Puebla	Operando
Puebla	pue	21034	Echeverria	Puebla	Operando
Puebla	pue	21033	Cacaloapan	Tepanco De López	Suspendida
Puebla	pue	21032	Cuetzalan Del Progreso	Cuetzalan Del Progreso	Operando
Puebla	pue	21031	Cuesta Blanca	Palmar De Bravo	Operando
Puebla	pue	21030	Coxcatlan	Coxcatlán	Suspendida
Puebla	pue	21029	Colonia Temextla	Cuyoaco	Operando
Puebla	pue	21027	Ciudad Serdan (Dge)	Chalchicomula De Sesma	Suspendida
Puebla	pue	21026	Ciudad Serdan (Smn)	Chalchicomula De Sesma	Operando
Puebla	pue	21025	Chilchotla (Cfe)	Chilchotla	Suspendida
Puebla	pue	21024	Chietla	Chietla	Operando
Puebla	pue	21023	Chapulco	Chapulco	Operando
Puebla	pue	21022	Carmen (Cfe)	Zihuateutla	Suspendida
Puebla	pue	21021	Capuluaque (Cfe)	Tetela De Ocampo	Operando
Puebla	pue	21020	Morelos Cañada	Cañada Morelos	Suspendida
Puebla	pue	21019	Caltepec	Caltepec	Operando
Puebla	pue	21018	Calipan	Coxcatlán	Operando
Puebla	pue	21016	Balcon Diablo	Tzicatlacoyan	Operando
Puebla	pue	21015	Axutla (Cfe)	Axutla	Suspendida
Puebla	pue	21014	Ayotoxco (Cfe)	Ayotoxco De Guerrero	Suspendida
Puebla	pue	21013	Axusco	San José Miahuatlán	Suspendida
Puebla	pue	21012	Atlixco	Atlixco	Operando
Puebla	pue	21011	Tetelilla (Cfe)	Hueyapan	Suspendida
Puebla	pue	21010	Altepexi	Altepexi	Suspendida
Puebla	pue	21009	Alcomunga	Ajalpan	Operando
Puebla	pue	21008	Aquixtla (Cfe)	Aquixtla	Suspendida
Puebla	pue	21007	Ahuatepec	Tecali De Herrera	Operando
Puebla	pue	21006	Ahuacatlan	Ahuacatlán	Suspendida
Puebla	pue	21005	Acatzingo De Hidalgo	Acatzingo	Operando
Puebla	pue	21004	Acatlan De Osorio (Dge)	Acatlán	Suspendida
Puebla	pue	21003	Acatlan De Osorio (Smn)	Acatlán	Operando
Puebla	pue	21002	Acatepec	Caltepec	Operando
Puebla	pue	21001	Acatitan	Caltepec	Suspendida
Oaxaca	oax	20509	Jalpa De Marquez	San Bartolomé Ayautla	Suspendida
Oaxaca	oax	20508	Quiatoni	San Pedro Quiatoni	Suspendida
Oaxaca	oax	20507	Diaz Ordaz	Villa Díaz Ordaz	Operando
Oaxaca	oax	20506	Maria Lombardo	San Juan Cotzocón	Operando
Oaxaca	oax	20505	San Baltazar Loxicha	San Baltazar Loxicha	Operando
Oaxaca	oax	20504	Tlahuintoltepec	Santa María Tlahuitoltepec	Suspendida
Oaxaca	oax	20503	Nueva Esperanza	San Juan Cacahuatepec	Suspendida
Oaxaca	oax	20502	La Estancia	Silacayoápam	Suspendida
Oaxaca	oax	20500	Tilantongo	Santiago Tilantongo	Operando
Oaxaca	oax	20459	Zimatan	San Pedro Huamelula	Suspendida
Oaxaca	oax	20458	Santa Maria Zaniza	Santa María Zaniza	Suspendida
Oaxaca	oax	20454	Pinotepa Nacional (Dge)	Santiago Pinotepa Nacional	Suspendida
Oaxaca	oax	20451	San Juan Guelavia	San Juan Guelavía	Suspendida
Oaxaca	oax	20400	San Jose Trujapam	San Pedro Y San Pablo Tequixtepec	Suspendida
Oaxaca	oax	20391	Infiernillo	San Antonio Huitepec	Operando
Oaxaca	oax	20390	El Tule	Santa María Del Tule	Operando
Oaxaca	oax	20389	Matadamas	Soledad Etla	Operando
Oaxaca	oax	20388	Albarradas	San Lorenzo Albarradas	Operando
Oaxaca	oax	20387	Santiago Zacatepec (Dge)	Santiago Zacatepec	Operando
Oaxaca	oax	20386	Yaitepec	Santiago Yaitepec	Suspendida
Oaxaca	oax	20385	Totontepec	Totontepec Villa De Morelos	Suspendida
Oaxaca	oax	20384	San Antonio Huitepec	San Antonio Huitepec	Suspendida
Oaxaca	oax	20383	Reyes Mantecon	San Bartolo Coyotepec	Operando
Oaxaca	oax	20382	El Marques	Santa María Jalapa Del Marqués	Operando
Oaxaca	oax	20381	Zapotalillo	Villa De Tututepec	Suspendida
Oaxaca	oax	20380	Yosocuno	San Pedro Nopala	Operando
Oaxaca	oax	20379	Yodocono De Porfirio Diaz	Magdalena Yodocono De Porfirio Díaz	Operando
Oaxaca	oax	20378	Tomatal	Santa María Cortijo	Suspendida
Oaxaca	oax	20376	Santos Reyes Tepejillo	Santos Reyes Tepejillo	Suspendida
Oaxaca	oax	20375	Santiago Del Rio	Santiago Del Río	Operando
Oaxaca	oax	20374	Tierra Negra	San Juan Mazatlán	Operando
Oaxaca	oax	20373	San Martin Peras	San Martín Peras	Suspendida
Oaxaca	oax	20372	Lajarcia San Juan	San Juan Lajarcia	Suspendida
Oaxaca	oax	20371	Ihualtepec	San Juan Ihualtepec	Operando
Oaxaca	oax	20370	Gichicovi	San Juan Guichicovi	Suspendida
Oaxaca	oax	20369	San Bartolo Yautepec	San Bartolo Yautepec	Suspendida
Oaxaca	oax	20368	San Antonio Monteverde	San Antonino Monte Verde	Suspendida
Oaxaca	oax	20367	Presa El Estudiante	Tlalixtac De Cabrera	Operando
Oaxaca	oax	20366	Mitla	San Pablo Villa De Mitla	Suspendida
Oaxaca	oax	20365	Magdalena Peñasco	Magdalena Peñasco	Suspendida
Oaxaca	oax	20364	Huitzo	San Pablo Huitzo	Operando
Oaxaca	oax	20363	Guigovelaga	Santiago Lachiguiri	Suspendida
Oaxaca	oax	20362	Menbrillos	Santa Catarina Zapoquila	Suspendida
Oaxaca	oax	20360	La Cumbre	Guevea De Humboldt	Suspendida
Oaxaca	oax	20358	El Barrio	El Barrio De La Soledad	Suspendida
Oaxaca	oax	20356	Tapanala	Santiago Astata	Operando
Oaxaca	oax	20355	Cosoltepec	Cosoltepec	Suspendida
Oaxaca	oax	20354	Zaachila	Villa De Zaachila	Operando
Oaxaca	oax	20353	Tlacolulita	Asunción Tlacolulita	Operando
Oaxaca	oax	20351	San Isidro Chacalapa	San Pedro Huamelula	Suspendida
Oaxaca	oax	20350	Jamiltepec	Santiago Jamiltepec	Operando
Oaxaca	oax	20347	El Hicaco	Santiago Niltepec	Suspendida
Oaxaca	oax	20346	San Sebastian De Las Grutas	Villa Sola De Vega	Suspendida
Oaxaca	oax	20344	El Tapanal	San Pedro El Alto	Suspendida
Oaxaca	oax	20343	Santa Maria Xadani	Santa María Xadani	Suspendida
Oaxaca	oax	20342	San Jose Del Pacifico	San Mateo Río Hondo	Operando
Oaxaca	oax	20341	San Francisco Del Mar	San Francisco Del Mar	Suspendida
Oaxaca	oax	20340	El Morro	Santo Domingo Tehuantepec	Suspendida
Oaxaca	oax	20339	San Juan Mixtepec	San Pedro Mixtepec	Suspendida
Oaxaca	oax	20338	Malatengo	San Juan Guichicovi	Suspendida
Oaxaca	oax	20336	Lazaro Cardenas	Asunción Ixtaltepec	Suspendida
Oaxaca	oax	20335	Jalatengo	San Mateo Río Hondo	Suspendida
Oaxaca	oax	20334	La Itsmeña	Matías Romero Avendaño	Suspendida
Oaxaca	oax	20333	Huatulco	Santa María Huatulco	Operando
Oaxaca	oax	20332	Huamelula	San Pedro Huamelula	Suspendida
Oaxaca	oax	20331	Guivicia	Santo Domingo Petapa	Suspendida
Oaxaca	oax	20330	Guichixu	Santiago Laollaga	Operando
Oaxaca	oax	20329	Fortin	Oaxaca De Juárez	Suspendida
Oaxaca	oax	20328	Chahuites	San Pedro Tapanatepec	Operando
Oaxaca	oax	20327	Chacalapa	San Pedro Pochutla	Suspendida
Oaxaca	oax	20326	Cozoaltepec	Santa María Tonameca	Operando
Oaxaca	oax	20325	Cofradia	Santa María Chimalapa	Suspendida
Oaxaca	oax	20324	Candelaria Loxicha	Candelaria Loxicha	Suspendida
Oaxaca	oax	20323	C.A.E. La Mixteca Baja	Heroica Ciudad De Huajuapan De León	Suspendida
Oaxaca	oax	20322	Calihuala	Calihualá	Operando
Oaxaca	oax	20321	La Bamba	Santo Domingo Tehuantepec	Suspendida
Oaxaca	oax	20320	Ayuta	San Pedro Huamelula	Suspendida
Oaxaca	oax	20319	Santiago Astata (Dge)	Santiago Astata	Operando
Oaxaca	oax	20318	Almoloya	El Barrio De La Soledad	Suspendida
Oaxaca	oax	20317	Zapotitlan Palmas (Dge)	Zapotitlán Palmas	Suspendida
Oaxaca	oax	20316	Zapotitlan Lagunas	Zapotitlán Lagunas	Suspendida
Oaxaca	oax	20315	Yukukimi	"Heroica Villa Tezoatlán De Segura Y Luna, Cuna De La Independencia De Oaxaca"	Suspendida
Oaxaca	oax	20314	Yalalag (Cfe)	Villa Hidalgo	Suspendida
Oaxaca	oax	20313	Tlazoyaltepec	Santiago Tlazoyaltepec	Operando
Oaxaca	oax	20311	San Sebastian Frontera	Villa De Santiago Chazumba	Suspendida
Oaxaca	oax	20310	San Miguel Tlacotepec	San Miguel Tlacotepec	Suspendida
Oaxaca	oax	20308	San Mateo Rio Hondo	San Mateo Río Hondo	Operando
Oaxaca	oax	20307	San Martin Itunyoso	San Martín Itunyoso	Suspendida
Oaxaca	oax	20306	San Lorenzo Vista Hermosa	San Miguel Amatitlán	Operando
Oaxaca	oax	20305	San Juan Nochixtlan	Villa De Santiago Chazumba	Suspendida
Oaxaca	oax	20304	Cieneguilla	San Juan Cieneguilla	Suspendida
Oaxaca	oax	20303	Tonameca	Santa María Tonameca	Operando
Oaxaca	oax	20302	San Andres Chicahuaxtla	Putla Villa De Guerrero	Suspendida
Oaxaca	oax	20301	Rio Venado	Constancia Del Rosario	Suspendida
Oaxaca	oax	20300	Reforma De Pineda	Reforma De Pineda	Suspendida
Oaxaca	oax	20299	Paraje Perez	Santa Lucía Monteverde	Suspendida
Oaxaca	oax	20298	Huajuapan De Leon (Obs)	Heroica Ciudad De Huajuapan De León	Operando
Oaxaca	oax	20296	Matias Romero (Dge)	Matías Romero Avendaño	Suspendida
Oaxaca	oax	20295	Santa Maria Del Mar	Juchitán De Zaragoza	Suspendida
Oaxaca	oax	20294	San Juan Bautista Tuxtepec Ii	San Juan Bautista Tuxtepec	Operando
Oaxaca	oax	20293	Junapan	San Juan Guichicovi	Suspendida
Oaxaca	oax	20292	Zanatepec	Santo Domingo Zanatepec	Operando
Oaxaca	oax	20291	Paso Arnulfo	Santa María Chimalapa	Suspendida
Oaxaca	oax	20290	Niltepec	Santiago Niltepec	Suspendida
Oaxaca	oax	20289	Guevea De Humboldt	Guevea De Humboldt	Operando
Oaxaca	oax	20288	La Amargura	Santa María Chimalapa	Suspendida
Oaxaca	oax	20287	Agua Fria	Santiago Juxtlahuaca	Suspendida
Oaxaca	oax	20286	E.T.A. 205 Temascal	San Miguel Soyaltepec	Suspendida
Oaxaca	oax	20285	Santiago Chazumba I	Villa De Santiago Chazumba	Suspendida
Oaxaca	oax	20284	Vivero Forestal Tlacolula	Tlacolula De Matamoros	Suspendida
Oaxaca	oax	20282	Santa Maria Coatlan	Santiago Lachiguiri	Suspendida
Oaxaca	oax	20281	La Gringa	Santa María Chimalapa	Suspendida
Oaxaca	oax	20280	Guelatao (Cfe)	San Miguel Del Río	Suspendida
Oaxaca	oax	20279	Soyalapa (Cfe)	Santiago Comaltepec	Suspendida
Oaxaca	oax	20278	Tamazulapam Del Progreso	Villa De Tamazulápam Del Progreso	Suspendida
Oaxaca	oax	20277	Rio Hondo	Santa María Mixtequilla	Operando
Oaxaca	oax	20276	Llano De Las Flores	San Juan Atepec	Suspendida
Oaxaca	oax	20275	Huajuapan De Leon (Dge)	Heroica Ciudad De Huajuapan De León	Suspendida
Oaxaca	oax	20274	La Esmeralda	Santa María Chimalapa	Suspendida
Oaxaca	oax	20273	Humo Chico	Santiago Comaltepec	Suspendida
Oaxaca	oax	20272	San Jose Tenango I	San José Tenango	Suspendida
Oaxaca	oax	20271	La Carbonera	San Francisco Telixtlahuaca	Suspendida
Oaxaca	oax	20270	Teotongo	Teotongo	Suspendida
Oaxaca	oax	20269	Cuauhtemoc	Oaxaca De Juárez	Suspendida
Oaxaca	oax	20266	San Pablo Huixtepec	San Pablo Huixtepec	Operando
Oaxaca	oax	20265	San Mateo Etlatongo	San Mateo Etlatongo	Operando
Oaxaca	oax	20264	La Sabana Ii	San Juan Cotzocón	Suspendida
Oaxaca	oax	20262	Papelera Tuxtepec	San Juan Bautista Tuxtepec	Suspendida
Oaxaca	oax	20261	El Refugio	Cosolapa	Suspendida
Oaxaca	oax	20260	Sarabia Ii	San Juan Guichicovi	Suspendida
Oaxaca	oax	20259	Zacatepec (Smn)	Santiago Zacatepec	Suspendida
Oaxaca	oax	20258	Santo Domingo Barrio Bajo	Villa De Etla	Operando
Oaxaca	oax	20256	Xadani	San Miguel Del Puerto	Operando
Oaxaca	oax	20251	E.T.A. 199 Santiago Jamiltepec	Santiago Jamiltepec	Suspendida
Oaxaca	oax	20249	C.A.E. Del Itsmo	Juchitán De Zaragoza	Suspendida
Oaxaca	oax	20248	Santiago Chazumba Ii	Villa De Santiago Chazumba	Suspendida
Oaxaca	oax	20246	La Ceiba	Santa María Colotepec	Suspendida
Oaxaca	oax	20245	Jaltepec	Asunción Nochixtlán	Operando
Oaxaca	oax	20243	E.T.A. 050 Zaachila	Villa De Zaachila	Suspendida
Oaxaca	oax	20242	Arenal	Asunción Nochixtlán	Suspendida
Oaxaca	oax	20241	Ayautla	San Bartolomé Ayautla	Suspendida
Oaxaca	oax	20238	La Sabana I	San Juan Cotzocón	Suspendida
Oaxaca	oax	20237	Campo Experimental Loma Bonita	Loma Bonita	Suspendida
Oaxaca	oax	20236	Buenos Aires	Cuyamecalco Villa De Zaragoza	Suspendida
Oaxaca	oax	20235	Benemerito Juarez	San Juan Bautista Tuxtepec	Suspendida
Oaxaca	oax	20234	Acatlan De Perez Figueroa	Acatlán De Pérez Figueroa	Suspendida
Oaxaca	oax	20233	Totolapam (Dge)	San Pedro Totolápam	Suspendida
Oaxaca	oax	20232	Putla De Guerrero	Putla Villa De Guerrero	Suspendida
Oaxaca	oax	20231	Puerto Soledad	Teotitlán De Flores Magón	Suspendida
Oaxaca	oax	20230	Presa Matias Romero	San Pablo Huitzo	Suspendida
Oaxaca	oax	20229	E.T.A. 047 Macuiltianguis	San Pablo Macuiltianguis	Suspendida
Oaxaca	oax	20224	E.T.A. 150 San Pedro Pochutla	San Pedro Pochutla	Suspendida
Oaxaca	oax	20223	C.A.E. Rio Grande	Villa De Tututepec	Suspendida
Oaxaca	oax	20221	C.A.E. Yanhuitlan	Santo Domingo Yanhuitlán	Suspendida
Oaxaca	oax	20220	Comitancillo	San Pedro Comitancillo	Suspendida
Oaxaca	oax	20212	Yutama (Cfe)	Santiago Yosondúa	Suspendida
Oaxaca	oax	20211	San Martin Mexicapan	Oaxaca De Juárez	Suspendida
Oaxaca	oax	20210	San Juan Bautista Tuxtepec (Smn)	San Juan Bautista Tuxtepec	Suspendida
Oaxaca	oax	20209	Zimatlan	Zimatlán De Álvarez	Operando
Oaxaca	oax	20208	San Juan Copala	Santiago Juxtlahuaca	Suspendida
Oaxaca	oax	20207	Magdalena Tetatepec	Heroica Ciudad De Huajuapan De León	Suspendida
Oaxaca	oax	20206	La Hamaca	San Miguel Del Puerto	Suspendida
Oaxaca	oax	20205	El Tomatal	San Miguel Tlacamama	Suspendida
Oaxaca	oax	20203	San Miguel Soyaltepec	San Miguel Soyaltepec	Suspendida
Oaxaca	oax	20202	Santa Ana Tlapacoyan	Santa Ana Tlapacoyan	Operando
Oaxaca	oax	20201	El Porvenir	San Juan Bautista Tuxtepec	Suspendida
Oaxaca	oax	20200	El Carrizo (Cfe)	Santiago Tetepec	Suspendida
Oaxaca	oax	20198	Yahila (Cfe)	Santiago Comaltepec	Suspendida
Oaxaca	oax	20195	Temascal (Cfe)	San Miguel Soyaltepec	Suspendida
Oaxaca	oax	20194	Puerto Angel	San Pedro Pochutla	Suspendida
Oaxaca	oax	20191	Zoquitlan	Santa María Zoquitlán	Operando
Oaxaca	oax	20190	Zapotitlan Palmas (Smn)	Zapotitlán Palmas	Operando
Oaxaca	oax	20189	Zapote	San Juan Lalana	Operando
Oaxaca	oax	20188	Santa Maria Zacatepec (Cfe)	Santa María Zacatepec	Suspendida
Oaxaca	oax	20187	Yutacua (Cfe)	Santiago Ixtayutla	Suspendida
Oaxaca	oax	20186	Santiago Yosondua	Santiago Yosondúa	Suspendida
Oaxaca	oax	20185	Santiago Yaveo	Santiago Yaveo	Suspendida
Oaxaca	oax	20184	San Carlos Yautepec	San Carlos Yautepec	Operando
Oaxaca	oax	20183	San Juan Yaee	San Juan Yaeé	Suspendida
Oaxaca	oax	20182	Xiquila	Santa María Ixcatlán	Suspendida
Oaxaca	oax	20181	Vivero Rancho Teja	Ixtlán De Juárez	Suspendida
Oaxaca	oax	20180	Vivero Benito Juarez	Oaxaca De Juárez	Suspendida
Oaxaca	oax	20179	Villa Hidalgo	Villa Hidalgo	Suspendida
Oaxaca	oax	20178	Villa Chalcatongo (Cfe)	Chalcatongo De Hidalgo	Suspendida
Oaxaca	oax	20177	San Ildelfonso Villa Alta	San Ildefonso Villa Alta	Operando
Oaxaca	oax	20176	Vicente	Acatlán De Pérez Figueroa	Suspendida
Oaxaca	oax	20175	Valle Nacional	San Juan Bautista Valle Nacional	Operando
Oaxaca	oax	20174	San Felipe Usila	San Felipe Usila	Operando
Oaxaca	oax	20173	Union Hidalgo	Unión Hidalgo	Operando
Oaxaca	oax	20172	San Juan Bautista Tuxtepec I (Dge)	San Juan Bautista Tuxtepec	Suspendida
Oaxaca	oax	20170	Totolapam (Smn)	San Pedro Totolápam	Operando
Oaxaca	oax	20169	Tolosita	Matías Romero Avendaño	Suspendida
Oaxaca	oax	20168	Santa Maria Asuncion Tlaxiaco (Smn)	Heroica Ciudad De Tlaxiaco	Suspendida
Oaxaca	oax	20167	Santa Maria Asuncion Tlaxiaco (Dge)	Heroica Ciudad De Tlaxiaco	Suspendida
Oaxaca	oax	20166	Tlacotepec Plumas	Tlacotepec Plumas	Suspendida
Oaxaca	oax	20165	Tlacolula De Matamoros	Tlacolula De Matamoros	Suspendida
Oaxaca	oax	20164	Santa Maria Tiltepec	San Pedro Topiltepec	Suspendida
Oaxaca	oax	20163	Tezoatlan De Segura Y Luna	"Heroica Villa Tezoatlán De Segura Y Luna, Cuna De La Independencia De Oaxaca"	Suspendida
Oaxaca	oax	20162	Tequisistlan	Magdalena Tequisistlán	Operando
Oaxaca	oax	20161	San Pedro Teutila	San Pedro Teutila	Suspendida
Oaxaca	oax	20160	San Juan Teponaxtla	San Juan Tepeuxila	Suspendida
Oaxaca	oax	20159	San Pedro Y San Pablo Teposcolula	San Pedro Y San Pablo Teposcolula	Suspendida
Oaxaca	oax	20158	San Juan Tepeuxila	San Juan Tepeuxila	Suspendida
Oaxaca	oax	20157	Tepelmeme De Morelos	Tepelmeme Villa De Morelos	Suspendida
Oaxaca	oax	20156	Teotitlan Del Camino (Dge)	Teotitlán De Flores Magón	Suspendida
Oaxaca	oax	20155	Teotitlan Del Camino (Smn)	Teotitlán De Flores Magón	Suspendida
Oaxaca	oax	20154	Santa Maria Teopoxco	Santa María Teopoxco	Suspendida
Oaxaca	oax	20153	Teojomulco	Santo Domingo Teojomulco	Operando
Oaxaca	oax	20152	Temascal	San Miguel Soyaltepec	Operando
Oaxaca	oax	20151	San Francisco Telixtlahuaca	San Francisco Telixtlahuaca	Operando
Oaxaca	oax	20150	Tejocotes	Santiago Tenango	Operando
Oaxaca	oax	20149	Tehuantepec	Santo Domingo Tehuantepec	Operando
Oaxaca	oax	20148	Tapanatepec	San Pedro Tapanatepec	Suspendida
