Estado	Clave estado	Clave	Nombre Estación	Municipio	Situación
San Luis Potosí	slp	24175	El Salado	Vanegas	Operando
San Luis Potosí	slp	24174	Puerto De Lobos	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24173	Presa Alvaro Obregon	Alaquines	Operando
San Luis Potosí	slp	24172	Manantial De Media Luna	Rioverde	Operando
San Luis Potosí	slp	24171	Huizachal	Rioverde	Suspendida
San Luis Potosí	slp	24170	El Charco	Rioverde	Suspendida
San Luis Potosí	slp	24169	Buenavista	Villa De Guadalupe	Suspendida
San Luis Potosí	slp	24168	Buenavista	Guadalcázar	Operando
San Luis Potosí	slp	24167	Matlapa (Obs)	Matlapa	Operando
San Luis Potosí	slp	24166	Villa De Ramos I	Villa De Ramos	Suspendida
San Luis Potosí	slp	24165	San Jose De Coronados	Catorce	Operando
San Luis Potosí	slp	24164	Llano Del Carmen	Villa Hidalgo	Operando
San Luis Potosí	slp	24163	Bledos	Villa De Reyes	Suspendida
San Luis Potosí	slp	24162	El Carmen	Matehuala	Operando
San Luis Potosí	slp	24161	La Herrradura	Villa De Ramos	Operando
San Luis Potosí	slp	24160	Coyotillos	Charcas	Operando
San Luis Potosí	slp	24159	La Morita	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24158	Charcas (Smn)	Charcas	Operando
San Luis Potosí	slp	24157	Ojo De Agua El Leoncito	Matehuala	Operando
San Luis Potosí	slp	24156	Buenavista	Ciudad Valles	Operando
San Luis Potosí	slp	24155	Escuela De Agronomia	Soledad De Graciano Sánchez	Suspendida
San Luis Potosí	slp	24154	San Francisco Ii	Santo Domingo	Operando
San Luis Potosí	slp	24153	Colonia Benito Juarez	Soledad De Graciano Sánchez	Operando
San Luis Potosí	slp	24152	Sauz De Calera	Villa De Ramos	Operando
San Luis Potosí	slp	24151	San Juan Del Salado	Santo Domingo	Operando
San Luis Potosí	slp	24150	Guaname	Venado	Operando
San Luis Potosí	slp	24149	Santa Elena	Tamuín	Operando
San Luis Potosí	slp	24148	Salinas De Hidalgo	Salinas	Operando
San Luis Potosí	slp	24147	Jesus Maria	Santo Domingo	Suspendida
San Luis Potosí	slp	24146	La Victoria	Santo Domingo	Operando
San Luis Potosí	slp	24145	Laguna Seca	Charcas	Operando
San Luis Potosí	slp	24144	La Cardoncita	Catorce	Operando
San Luis Potosí	slp	24142	La Presa	Villa De Guadalupe	Operando
San Luis Potosí	slp	24141	E.T.A. 214 San Vicente Tancuayalab	San Vicente Tancuayalab	Suspendida
San Luis Potosí	slp	24140	Tamuin (Obs)	Tamuín	Suspendida
San Luis Potosí	slp	24139	Tamuin (Dge)	Tamuín	Suspendida
San Luis Potosí	slp	24138	Tamazunchale	Tamazunchale	Suspendida
San Luis Potosí	slp	24137	Veinte De Noviembre	Tamasopo	Operando
San Luis Potosí	slp	24136	Tanlu	Santa Catarina	Operando
San Luis Potosí	slp	24135	E.T.A. 170 Tanquian De Escobedo	Tanquián De Escobedo	Suspendida
San Luis Potosí	slp	24134	E.T.A. 156 Santa Maria Del Rio	Santa María Del Río	Suspendida
San Luis Potosí	slp	24133	La Gloria	Tanlajás	Operando
San Luis Potosí	slp	24132	El Naranjo Hidrometrica	El Naranjo	Operando
San Luis Potosí	slp	24131	Tamuin	Tamuín	Operando
San Luis Potosí	slp	24130	Granjenal	Villa Juárez	Operando
San Luis Potosí	slp	24129	Prom.Agrop. 023 La Brigada	Rioverde	Suspendida
San Luis Potosí	slp	24128	Pronapade	Villa De Reyes	Suspendida
San Luis Potosí	slp	24127	Villa De Arriaga (Smn)	Villa De Arriaga	Suspendida
San Luis Potosí	slp	24125	Tlamaya	Xilitla	Operando
San Luis Potosí	slp	24124	San Jose De Limon	Tamuín	Suspendida
San Luis Potosí	slp	24123	Las Garzas	Ciudad Valles	Suspendida
San Luis Potosí	slp	24122	Chapuluacanito	Tamazunchale	Operando
San Luis Potosí	slp	24117	Agua Buena (Dge)	Tamasopo	Suspendida
San Luis Potosí	slp	24116	Ciudad Del Maiz (Smn)	Ciudad Del Maíz	Suspendida
San Luis Potosí	slp	24115	Cardenas (Smn)	Cárdenas	Suspendida
San Luis Potosí	slp	24114	Rioverde (Dge)	Rioverde	Operando
San Luis Potosí	slp	24113	San Vicente	San Vicente Tancuayalab	Operando
San Luis Potosí	slp	24112	Santa Maria Del Rio (Smn)	Santa María Del Río	Suspendida
San Luis Potosí	slp	24111	San Luis Potosi (Smn)	San Luis Potosí	Operando
San Luis Potosí	slp	24110	Ojo De Agua Seco	Rioverde	Operando
San Luis Potosí	slp	24109	Moctezuma (Smn)	Moctezuma	Suspendida
San Luis Potosí	slp	24108	El Tulillo	Ebano	Operando
San Luis Potosí	slp	24107	El Peñon	Tamuín	Operando
San Luis Potosí	slp	24106	Zaragoza	Zaragoza	Operando
San Luis Potosí	slp	24105	Xilitla	Xilitla	Operando
San Luis Potosí	slp	24104	Vichinchijol	Ebano	Suspendida
San Luis Potosí	slp	24103	Villa Juarez	Villa Juárez	Operando
San Luis Potosí	slp	24102	Villa Hidalgo	Villa Hidalgo	Suspendida
San Luis Potosí	slp	24101	Villa De Reyes	Villa De Reyes	Operando
San Luis Potosí	slp	24100	Villa De Arriaga (Dge)	Villa De Arriaga	Operando
San Luis Potosí	slp	24099	Arista	Villa De Arista	Suspendida
San Luis Potosí	slp	24098	El Mezquite	Villa De Arista	Operando
San Luis Potosí	slp	24097	Vigas	Rioverde	Operando
San Luis Potosí	slp	24096	Venado	Venado	Operando
San Luis Potosí	slp	24095	Velazco	Tamuín	Operando
San Luis Potosí	slp	24094	Vanegas	Vanegas	Operando
San Luis Potosí	slp	24093	Tierra Nueva	Tierra Nueva	Operando
San Luis Potosí	slp	24092	Tierra Blanca	Tamazunchale	Operando
San Luis Potosí	slp	24091	Temamatla	Tamazunchale	Operando
San Luis Potosí	slp	24090	Tanzabaca	Tamasopo	Suspendida
San Luis Potosí	slp	24088	Tantizohuiche	Ciudad Valles	Operando
San Luis Potosí	slp	24087	Tanlajas	Tanlajás	Operando
San Luis Potosí	slp	24086	Tanlacut	Santa Catarina	Suspendida
San Luis Potosí	slp	24085	Tanquian De Escobedo	Tanquián De Escobedo	Operando
San Luis Potosí	slp	24084	Tancuilin	Axtla De Terrazas	Operando
San Luis Potosí	slp	24082	Tamapatz	Aquismón	Operando
San Luis Potosí	slp	24081	Soledad De Graciano	Soledad De Graciano Sánchez	Operando
San Luis Potosí	slp	24080	S.L.C.A. Ponciano Arriaga	Ciudad Valles	Suspendida
San Luis Potosí	slp	24079	Santiaguillo	Ciudad Valles	Operando
San Luis Potosí	slp	24078	Santiago	Villa De Arriaga	Operando
San Luis Potosí	slp	24077	Santo Domingo	Santo Domingo	Operando
San Luis Potosí	slp	24076	Santa Rosa	Ciudad Valles	Operando
San Luis Potosí	slp	24075	Santa Maria Del Rio (Dge)	Santa María Del Río	Operando
San Luis Potosí	slp	24074	Santa Maria Del Refugio	Catorce	Operando
San Luis Potosí	slp	24073	La Reforma	Salinas	Operando
San Luis Potosí	slp	24072	Santa Cruz	Aquismón	Operando
San Luis Potosí	slp	24071	San Nicolas Tolentino	San Nicolás Tolentino	Operando
San Luis Potosí	slp	24070	San Luis Potosi (Obs)	San Luis Potosí	Operando
San Luis Potosí	slp	24069	San Luis Potosi (Dge)	San Luis Potosí	Operando
San Luis Potosí	slp	24068	San Juan Del Meco	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24067	San Jose Alburquerque	Santa María Del Río	Operando
San Luis Potosí	slp	24066	San Francisco	Rioverde	Suspendida
San Luis Potosí	slp	24065	San Felipe	Ciudad Valles	Operando
San Luis Potosí	slp	24064	San Dieguito	Ciudad Valles	Operando
San Luis Potosí	slp	24063	San Antonio De Guayabos	Santa Catarina	Suspendida
San Luis Potosí	slp	24062	Rioverde (Obs)	Rioverde	Operando
San Luis Potosí	slp	24061	Rincon Del Porvenir	Mexquitic De Carmona	Operando
San Luis Potosí	slp	24060	Rayon	Rayón	Operando
San Luis Potosí	slp	24059	Villa De Ramos Ii	Villa De Ramos	Operando
San Luis Potosí	slp	24058	Presa Palomas	Alaquines	Suspendida
San Luis Potosí	slp	24057	Presa De Guadalupe	Guadalcázar	Suspendida
San Luis Potosí	slp	24056	Ponciano Arriaga	Ciudad Valles	Operando
San Luis Potosí	slp	24055	Peñon Blanco	Salinas	Operando
San Luis Potosí	slp	24054	Pedro Montoya	San Ciro De Acosta	Operando
San Luis Potosí	slp	24053	Ciudad Santos	San Martín Chalchicuautla	Operando
San Luis Potosí	slp	24052	Pastora	Rioverde	Operando
San Luis Potosí	slp	24051	Paso De San Antonio	Rioverde	Operando
San Luis Potosí	slp	24050	Paredes	Rioverde	Suspendida
San Luis Potosí	slp	24049	Papagayos	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24048	Vallejo	Villa De Guadalupe	Operando
San Luis Potosí	slp	24047	Ojo De Agua	Alaquines	Operando
San Luis Potosí	slp	24046	Ojo Caliente	Santa María Del Río	Operando
San Luis Potosí	slp	24045	Nogal Oscuro	Ciudad Fernández	Operando
San Luis Potosí	slp	24044	Moctezuma (Dge)	Moctezuma	Operando
San Luis Potosí	slp	24043	Micos	Ciudad Valles	Operando
San Luis Potosí	slp	24042	Mexquitic	Mexquitic De Carmona	Operando
San Luis Potosí	slp	24041	Matehuala (Dge)	Matehuala	Suspendida
San Luis Potosí	slp	24040	Matehuala (Smn)	Matehuala	Operando
San Luis Potosí	slp	24039	Maitinez	El Naranjo	Operando
San Luis Potosí	slp	24038	Los Pilares	San Juan Del Río	Suspendida
San Luis Potosí	slp	24037	Las Moritas	Ciudad Valles	Operando
San Luis Potosí	slp	24036	Las Adjuntas	Tamuín	Operando
San Luis Potosí	slp	24035	Lagunillas	Lagunillas	Operando
San Luis Potosí	slp	24034	La Salitrera	Zaragoza	Operando
San Luis Potosí	slp	24033	La Maroma	Catorce	Operando
San Luis Potosí	slp	24032	Guadalcazar	Guadalcázar	Operando
San Luis Potosí	slp	24031	Gallinas	Aquismón	Operando
San Luis Potosí	slp	24030	Faro Gallinas	Rioverde	Suspendida
San Luis Potosí	slp	24029	E.T.A. 131 Ciudad Fernandez	Ciudad Fernández	Suspendida
San Luis Potosí	slp	24028	El Tigre	Ciudad Valles	Operando
San Luis Potosí	slp	24027	El Salto (Cfe)	El Naranjo	Operando
San Luis Potosí	slp	24026	Requetemu	Axtla De Terrazas	Operando
San Luis Potosí	slp	24025	El Pujal	Ciudad Valles	Operando
San Luis Potosí	slp	24024	El Peaje	San Luis Potosí	Operando
San Luis Potosí	slp	24023	El Naranjo	El Naranjo	Suspendida
San Luis Potosí	slp	24022	El Huizache	Guadalcázar	Operando
San Luis Potosí	slp	24021	El Grito	Moctezuma	Operando
San Luis Potosí	slp	24020	El Fiscal	San Vicente Tancuayalab	Operando
San Luis Potosí	slp	24019	El Estribo	Salinas	Operando
San Luis Potosí	slp	24018	El Choy	Tamuín	Suspendida
San Luis Potosí	slp	24017	El Coco	Tamuín	Operando
San Luis Potosí	slp	24016	Abritas	El Naranjo	Operando
San Luis Potosí	slp	24015	Ebano	Ebano	Operando
San Luis Potosí	slp	24014	Damian Carmona	Tamasopo	Operando
San Luis Potosí	slp	24013	Colonia Alvaro Obregon	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24012	Ciudad Valles	Ciudad Valles	Operando
San Luis Potosí	slp	24011	Ciudad Del Maiz (Dge)	Ciudad Del Maíz	Operando
San Luis Potosí	slp	24010	Charcas (Dge)	Charcas	Suspendida
San Luis Potosí	slp	24009	San Martin Chalchicuautla	San Martín Chalchicuautla	Operando
San Luis Potosí	slp	24008	Cerritos	Cerritos	Operando
San Luis Potosí	slp	24007	Normal Del Desierto	Cedral	Operando
San Luis Potosí	slp	24006	Cardenas (Dge)	Cárdenas	Operando
San Luis Potosí	slp	24005	Ballesmi	Tanlajás	Operando
San Luis Potosí	slp	24004	Armadillo De Los Infante	Armadillo De Los Infante	Operando
San Luis Potosí	slp	24003	Aquismon	Aquismón	Operando
San Luis Potosí	slp	24002	Altamira	Tancanhuitz	Operando
San Luis Potosí	slp	24001	Agua Buena (Smn)	Tamasopo	Suspendida
Quintana Roo	qroo	23172	Hospital Morelos De Chetumal	Othón P. Blanco	Operando
Quintana Roo	qroo	23171	Laguna Guerrero	Bacalar	Suspendida
Quintana Roo	qroo	23170	Juan Sarabia	Othón P. Blanco	Operando
Quintana Roo	qroo	23169	La Union Ii	Othón P. Blanco	Operando
Quintana Roo	qroo	23167	Otilio Montaño	Bacalar	Operando
Quintana Roo	qroo	23166	Central Vallarta	Puerto Morelos	Suspendida
Quintana Roo	qroo	23165	Jose Maria Morelos	José María Morelos	Operando
Quintana Roo	qroo	23164	Dos Aguadas	Othón P. Blanco	Operando
Quintana Roo	qroo	23163	Playa Del Carmen	Playa Del Carmen	Operando
Quintana Roo	qroo	23162	Laguna Kana	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23161	Morocoy	Othón P. Blanco	Operando
Quintana Roo	qroo	23160	Reforma	Bacalar	Operando
Quintana Roo	qroo	23159	Candelaria	José María Morelos	Operando
Quintana Roo	qroo	23158	Mahahual	Othón P. Blanco	Operando
Quintana Roo	qroo	23157	Ideal	Lázaro Cárdenas	Operando
Quintana Roo	qroo	23155	Cancun	Benito Juárez	Operando
Quintana Roo	qroo	23154	Agua Blanca	Othón P. Blanco	Operando
Quintana Roo	qroo	23153	Tecnologico Chetumal	Othón P. Blanco	Operando
Quintana Roo	qroo	23152	Andres Quintana Roo	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23150	Saban	José María Morelos	Operando
Quintana Roo	qroo	23051	Pedro Antonio De Los Santos	Bacalar	Suspendida
Quintana Roo	qroo	23050	Inip	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23049	I.N.I.A. Caechet	Othón P. Blanco	Operando
Quintana Roo	qroo	23048	Cozumel (Dge)	Cozumel	Operando
Quintana Roo	qroo	23045	Felipe Carrillo Puerto (Obs)	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23044	Adolfo Lopez Mateos	José María Morelos	Operando
Quintana Roo	qroo	23043	San Felipe Bacalar	Bacalar	Suspendida
Quintana Roo	qroo	23042	Limones	Bacalar	Operando
Quintana Roo	qroo	23041	Dziuche	José María Morelos	Operando
Quintana Roo	qroo	23040	Sergio Butron Casas	Othón P. Blanco	Operando
Quintana Roo	qroo	23033	Chacchoben	Bacalar	Operando
Quintana Roo	qroo	23032	Chetumal (Dge)	Othón P. Blanco	Operando
Quintana Roo	qroo	23031	X-Pichil	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23030	Nuevo Xcan	Lázaro Cárdenas	Suspendida
Quintana Roo	qroo	23029	Xcalak	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23027	Victoria	Lázaro Cárdenas	Operando
Quintana Roo	qroo	23026	Valle Hermoso	Bacalar	Operando
Quintana Roo	qroo	23025	Tulum	Tulum	Operando
Quintana Roo	qroo	23024	Tihosuco	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23023	Solferino	Lázaro Cárdenas	Operando
Quintana Roo	qroo	23022	Señor	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23021	Santa Cruz Chico	Bacalar	Suspendida
Quintana Roo	qroo	23020	Rio Indio	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23019	Puerto Morelos	Puerto Morelos	Suspendida
Quintana Roo	qroo	23018	Pucte	Othón P. Blanco	Operando
Quintana Roo	qroo	23017	Palmas	Felipe Carrillo Puerto	Suspendida
Quintana Roo	qroo	23016	Nicolas Bravo Km. 71	Othón P. Blanco	Operando
Quintana Roo	qroo	23015	Los Pozos	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23014	Leona Vicario	Puerto Morelos	Operando
Quintana Roo	qroo	23013	La Presumida	José María Morelos	Operando
Quintana Roo	qroo	23012	Coba	Tulum	Operando
Quintana Roo	qroo	23011	Kantunilkin	Lázaro Cárdenas	Operando
Quintana Roo	qroo	23010	Isla Mujeres	Isla Mujeres	Operando
Quintana Roo	qroo	23009	Isla Holbox	Lázaro Cárdenas	Operando
Quintana Roo	qroo	23007	Tampak	Felipe Carrillo Puerto	Suspendida
Quintana Roo	qroo	23006	Chetumal (Obs)	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23005	Cozumel (Obs)	Cozumel	Suspendida
Quintana Roo	qroo	23004	Cocoyol	Othón P. Blanco	Suspendida
Quintana Roo	qroo	23003	Felipe Carrillo Puerto (Dge)	Felipe Carrillo Puerto	Operando
Quintana Roo	qroo	23002	Bacalar	Bacalar	Suspendida
Quintana Roo	qroo	23001	Alvaro Obregon	Othón P. Blanco	Operando
Querétaro	qro	22071	Mesa De Leon (Cfe)	Cadereyta De Montes	Suspendida
Querétaro	qro	22070	Plantel 7	El Marqués	Operando
Querétaro	qro	22069	Pathe (Cfe)	Cadereyta De Montes	Suspendida
Querétaro	qro	22068	La Soledad	Colón	Operando
Querétaro	qro	22067	La Venta	Pedro Escobedo	Operando
Querétaro	qro	22064	Pinal De Amoles	Pinal De Amoles	Operando
Querétaro	qro	22063	Queretaro (Dge)	Querétaro	Operando
Querétaro	qro	22062	Guillen	Peñamiller	Operando
Querétaro	qro	22061	Conafrut Los Cues	Querétaro	Suspendida
Querétaro	qro	22059	San Juan (Cfe)	Cadereyta De Montes	Suspendida
Querétaro	qro	22058	Santa Teresa	Huimilpan	Operando
Querétaro	qro	22057	Peñamiller (Dge)	Peñamiller	Operando
Querétaro	qro	22056	Higuerillas	Cadereyta De Montes	Operando
Querétaro	qro	22054	El Salitre	Cadereyta De Montes	Operando
Querétaro	qro	22053	El Gallo	Colón	Suspendida
Querétaro	qro	22052	Ezequiel Montes	Ezequiel Montes	Suspendida
Querétaro	qro	22051	El Comedero	Peñamiller	Operando
Querétaro	qro	22050	Ceja De Bravo	Huimilpan	Operando
Querétaro	qro	22049	El Zamorano	Colón	Operando
Querétaro	qro	22047	Presa El Capulin	Amealco De Bonfil	Operando
Querétaro	qro	22046	Nogales	Colón	Operando
Querétaro	qro	22045	Juriquilla	Querétaro	Operando
Querétaro	qro	22044	Galindillo	Amealco De Bonfil	Suspendida
Querétaro	qro	22043	Coyotillos	El Marqués	Suspendida
Querétaro	qro	22042	La Llave	San Juan Del Río	Suspendida
Querétaro	qro	22041	La Joya	Querétaro	Operando
Querétaro	qro	22040	E.T.A. 210 Pedro Escobedo	Pedro Escobedo	Suspendida
Querétaro	qro	22038	E.T.A. 317 Toliman	Tolimán	Suspendida
Querétaro	qro	22037	El Rincon	Amealco De Bonfil	Suspendida
Querétaro	qro	22036	Arroyo Seco	Arroyo Seco	Operando
Querétaro	qro	22035	Vizarron	Cadereyta De Montes	Operando
Querétaro	qro	22034	Villa Bernal	Ezequiel Montes	Operando
Querétaro	qro	22033	San Pablo	Amealco De Bonfil	Operando
Querétaro	qro	22032	Presa Constitucion	San Juan Del Río	Suspendida
Querétaro	qro	22031	Presa Paso De Tablas	Tequisquiapan	Suspendida
Querétaro	qro	22030	Palmillas	San Juan Del Río	Suspendida
Querétaro	qro	22029	Huimilpan	Huimilpan	Operando
Querétaro	qro	22028	Galindo	San Juan Del Río	Operando
Querétaro	qro	22027	E.T.A. 128 Carrillo	Querétaro	Operando
Querétaro	qro	22026	Colon	Colón	Operando
Querétaro	qro	22025	Presa Centenario	Tequisquiapan	Operando
Querétaro	qro	22024	Tres Lagunas	Landa De Matamoros	Operando
Querétaro	qro	22022	San Juan Del Rio (Dge)	San Juan Del Río	Operando
Querétaro	qro	22021	Cadereyta De Montes	Cadereyta De Montes	Operando
Querétaro	qro	22019	La Lagunita	Landa De Matamoros	Operando
Querétaro	qro	22018	Villa Corregidora	Corregidora	Suspendida
Querétaro	qro	22017	Toliman	Tolimán	Operando
Querétaro	qro	22016	San Joaquin	San Joaquín	Operando
Querétaro	qro	22015	San Juan Del Rio (Smn)	San Juan Del Río	Suspendida
Querétaro	qro	22014	Rancho Vanegas	Corregidora	Suspendida
Querétaro	qro	22013	Queretaro (Obs)	Querétaro	Operando
Querétaro	qro	22012	Peñamiller	Peñamiller	Suspendida
Querétaro	qro	22011	Pedro Escobedo	Pedro Escobedo	Suspendida
Querétaro	qro	22010	Matzacintla (Cfe)	Landa De Matamoros	Suspendida
Querétaro	qro	22009	La Palma	Pedro Escobedo	Suspendida
Querétaro	qro	22008	Jalpan (Smn)	Jalpan De Serra	Suspendida
Querétaro	qro	22007	Jalpan (Dge)	Jalpan De Serra	Operando
Querétaro	qro	22006	El Pueblito	Corregidora	Operando
Querétaro	qro	22005	El Doctor	Cadereyta De Montes	Operando
Querétaro	qro	22004	El Batan	Corregidora	Operando
Querétaro	qro	22003	Campo Experimental Cadereyta	Cadereyta De Montes	Operando
Querétaro	qro	22002	Ayutla	Arroyo Seco	Operando
Querétaro	qro	22001	Amealco	Amealco De Bonfil	Operando
Puebla	pue	21249	Africam Zafari	Puebla	Operando
Puebla	pue	21248	Puebla (Conagua)	Puebla	Operando
Puebla	pue	21247	Cholula	San Andrés Cholula	Operando
Puebla	pue	21244	Tepeyahualco	Tepeyahualco	Operando
Puebla	pue	21243	Cemex	Tecali De Herrera	Operando
Puebla	pue	21242	Capulac	Puebla	Operando
Puebla	pue	21236	Avila Camacho	Xicotepec	Operando
Puebla	pue	21235	San Isidro Huilotepec	Atlixco	Operando
Puebla	pue	21234	Presa Boqueroncitos	Atlixco	Suspendida
Puebla	pue	21232	San Cristobal Tepatlaxco	San Martín Texmelucan	Suspendida
Puebla	pue	21231	Teopantlan	Teopantlán	Operando
Puebla	pue	21230	San Juan Coatzingo	Coatzingo	Operando
Puebla	pue	21226	Laguna El Salado (Cfe)	Tepeyahualco	Suspendida
Puebla	pue	21224	San Nicolas Tetela	Tetela De Ocampo	Suspendida
Puebla	pue	21223	Xalitzintla	San Nicolás De Los Ranchos	Operando
Puebla	pue	21222	Tlaxco	Tlaxco	Operando
Puebla	pue	21221	Atenco	San Juan Atenco	Operando
Puebla	pue	21220	Universidad De La Sierra	Huauchinango	Operando
Puebla	pue	21219	El Tepetate	Jalpan	Operando
Puebla	pue	21217	Teutla	Jolalpan	Operando
Puebla	pue	21216	Tepoxtitlan	Atexcal	Suspendida
Puebla	pue	21215	Ayotoxco De Guerrero	Ayotoxco De Guerrero	Operando
Puebla	pue	21214	San Juan Tetla Siete Norte	Chiautzingo	Suspendida
Puebla	pue	21213	San Martinito	Tlahuapan	Suspendida
Puebla	pue	21212	Metlaltoyuca	Francisco Z. Mena	Operando
Puebla	pue	21211	Ameluca	Pantepec	Operando
Puebla	pue	21210	Ahuazotepec	Ahuazotepec	Operando
Puebla	pue	21209	Los Humeros (Cfe)	Chignautla	Suspendida
Puebla	pue	21208	Gomez Poniente (Cfe)	Tlatlauquitepec	Suspendida
Puebla	pue	21207	Zaragoza	Zaragoza	Operando
Puebla	pue	21206	Santa Catarina Tlaltempan	Santa Catarina Tlaltempan	Suspendida
Puebla	pue	21205	Santa Cruz Tejalpa	Tehuitzingo	Operando
Puebla	pue	21203	Molcaxac	Molcaxac	Operando
Puebla	pue	21201	Las Margaritas	Hueytamalco	Operando
Puebla	pue	21200	Libres (Crp)	Libres	Suspendida
Puebla	pue	21199	Guadalupe	Guadalupe	Suspendida
Puebla	pue	21198	Chila De La Sal	Chila De La Sal	Operando
Puebla	pue	21197	Tochimilco D-2	Tochimilco	Operando
Puebla	pue	21196	Tochimilco D-1	Tochimilco	Suspendida
Puebla	pue	21195	Santa Cruz Cuautomatitla E-3	Tochimilco	Suspendida
Puebla	pue	21194	Santa Catarina E-28	Tochimilco	Suspendida
Puebla	pue	21193	San Pedro Benito Juarez E-1	Atlixco	Operando
Puebla	pue	21192	Huilango E-2	Tochimilco	Operando
Puebla	pue	21191	Tlahuapan	Tlahuapan	Suspendida
Puebla	pue	21190	Venta Grande	Huauchinango	Operando
Puebla	pue	21189	Teotlalco	Teotlalco	Operando
Puebla	pue	21188	Tecuatitlan	Piaxtla	Suspendida
Puebla	pue	21187	San Juan Pilcaya	Chiautla	Suspendida
Puebla	pue	21185	Piedras Negras	Jalpan	Operando
Puebla	pue	21184	Libres (Dge)	Libres	Suspendida
Puebla	pue	21183	Acaxtlahuacan	Albino Zertuche	Suspendida
Puebla	pue	21182	Palmarito	Quecholac	Suspendida
Puebla	pue	21179	Tlacualpican	Chiautla	Suspendida
Puebla	pue	21178	Tulcingo Del Valle	Tulcingo	Suspendida
Puebla	pue	21177	Tepexco	Tepexco	Operando
Puebla	pue	21176	Tonahuixtla	San Jerónimo Xayacatlán	Operando
Puebla	pue	21175	Santa Ana Tepejillo	Petlalcingo	Suspendida
Puebla	pue	21174	Tepecapan (Cfe)	Xochitlán De Vicente Suárez	Suspendida
Puebla	pue	21173	Santa Maria Techachalco	Chalchicomula De Sesma	Suspendida
Puebla	pue	21172	Santa Maria Cohetzala	Cohetzala	Suspendida
Puebla	pue	21171	Santa Cruz Monterrosas	Palmar De Bravo	Suspendida
Puebla	pue	21170	La Purisima	Palmar De Bravo	Suspendida
Puebla	pue	21169	Peñas	Ahuehuetitla	Suspendida
Puebla	pue	21167	San Andres Calpan	Calpan	Operando
Puebla	pue	21166	Anonas	Piaxtla	Suspendida
Puebla	pue	21165	Ahuatempan	Santa Inés Ahuatempan	Operando
Puebla	pue	21164	C.A.E. San Juan Tetla	Chiautzingo	Suspendida
Puebla	pue	21163	El Batan	Puebla	Suspendida
Puebla	pue	21162	Campo Experimental Teziutlan	Teziutlán	Suspendida
Puebla	pue	21161	Atzitzintla	Atzitzintla	Suspendida
Puebla	pue	21159	Esperanza	Esperanza	Suspendida
Puebla	pue	21158	Paso Carretas	Atzitzintla	Operando
Puebla	pue	21157	San Jose Ixtapa	Cañada Morelos	Suspendida
Puebla	pue	21154	Santa Catarina Los Reyes	Esperanza	Operando
Puebla	pue	21149	San Juan Atzingo	San Gabriel Chilac	Suspendida
Puebla	pue	21148	San Miguel Canoa	Puebla	Operando
Puebla	pue	21147	Apapantilla	Jalpan	Operando
Puebla	pue	21145	Guadalupe Victoria	Lafragua	Suspendida
Puebla	pue	21143	San Jose Acateno	Acateno	Operando
Puebla	pue	21142	Venustiano Carranza	Venustiano Carranza	Operando
Puebla	pue	21141	C.R.D.F. Benito Juarez	Tehuitzingo	Suspendida
Puebla	pue	21140	Chignahuapan	Chignahuapan	Operando
Puebla	pue	21139	E.T.A. 051 Atencingo	Chietla	Suspendida
Puebla	pue	21137	Tepango De Rodriguez	Tepango De Rodríguez	Operando
Puebla	pue	21136	Acajete	Acajete	Operando
Puebla	pue	21135	Patla (Cfe)	Jopala	Suspendida
Puebla	pue	21134	Los Molinos	Atlixco	Suspendida
Puebla	pue	21132	Izucar De Matamoros (Smn)	Izúcar De Matamoros	Operando
Puebla	pue	21130	Los Reyes (Cfe)	Chignahuapan	Suspendida
Puebla	pue	21129	Francisco I. Madero	Cuyoaco	Operando
Puebla	pue	21128	El Rosario (Cfe)	Cuetzalan Del Progreso	Suspendida
Puebla	pue	21127	Xicotepec De Juarez	Xicotepec	Operando
Puebla	pue	21126	Loma Alta (Cfe)	Chignahuapan	Suspendida
Puebla	pue	21125	Laguna (Cfe)	Ahuazotepec	Suspendida
Puebla	pue	21124	Huehuetlan El Chico	Huehuetlán El Chico	Suspendida
Puebla	pue	21123	Huaquechula	Huaquechula	Operando
Puebla	pue	21122	Oriental	Oriental	Suspendida
Puebla	pue	21121	Nexapa (Cfe)	Tlaola	Suspendida
Puebla	pue	21120	Universidad De Puebla (Obs)	Puebla	Suspendida
Puebla	pue	21119	Libres (Smn)	Libres	Operando
Puebla	pue	21118	Huauchinango	Huauchinango	Operando
Puebla	pue	21117	Guadalupe Victoria	Guadalupe Victoria	Operando
