COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 5005 
 NOMBRE    : CANDELA (DGE) 
 ESTADO    : COAHUILA DE ZARAGOZA 
 MUNICIPIO : CANDELA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 26.84138889 ° 
 LONGITUD  : -100.7602778 ° 
 ALTITUD   : 582 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1967-05-10	NULO	NULO	NULO	NULO
1982-08-25	0	10.81	39	28
1982-08-26	20	10.55	38	27.5
1982-08-27	0	9.96	39	26
1982-08-28	0	9.73	38.5	27.5
1982-08-29	0	9.36	38	26
1982-08-30	0	8.91	37	25
1982-08-31	0	9.27	39	25
1982-09-01	0	5.6	33	28
1982-09-02	0	6.18	31	25
1982-09-03	0	8.87	38	26
1982-09-04	0	6.39	36	25
1982-09-05	0	6.96	37	26
1982-09-06	0	8.17	36.5	26
1982-09-07	0	7.44	36	25
1982-09-08	0	8.38	36	24
1982-09-09	0	6.22	38	24
1982-09-10	0	7.79	38	26.5
1982-09-11	0	6.49	31	28
1982-09-12	0	6.62	30	27
1982-09-13	0	5.41	30	26
1982-09-14	0	7.49	31	23.5
1982-09-15	0	5.97	33	24
1982-09-16	0	5.29	36	23
1982-09-17	0	5.91	30	24
1982-09-18	0	4.8	32	24
1982-09-19	32.5	5.36	25.5	20
1982-09-20	4.5	1.74	25.5	20
1982-09-21	0	4.89	28	18
1982-09-22	0	4.42	29	23
1982-09-23	0	5.36	35	22
1982-09-24	0	6.68	37	25
1982-09-25	0	6.53	37	27
1982-09-26	0	5.89	34	25
1982-09-27	0	6.46	36	23
1982-09-28	0	7.39	37	24
1982-09-29	0	6.28	34.5	25
1982-09-30	0	7.23	30	26
1982-10-01	0	6.9	29	27
1982-10-02	0	6.56	31	26
1982-10-03	0	5.41	28	27
1982-10-04	0	5.22	33	25
1982-10-05	0	5.49	28	24
1982-10-06	0	5.22	28	25
1982-10-07	0	7.53	30	26
1982-10-08	0	6.09	32	26
1982-10-09	0	2.56	26.5	23
1982-10-10	7	0.96	19	17.5
1982-10-11	3	1.14	14	13.5
1982-10-12	2	1.68	18.5	13
1982-10-13	0.5	0.85	20	13
1982-10-14	0	2.14	20	14
1982-10-15	0	4.21	27	16
1982-10-16	0	4.63	26	19
1982-10-17	0	4.2	28	20
1982-10-18	0	4.03	29	22
1982-10-19	0	4.25	28	23
1982-10-20	0	2.59	23	20
1982-10-21	0	1.84	18.5	15
1982-10-22	0	1.59	17	14
1982-10-23	0	2.34	20	14.5
1982-10-24	0	2.79	21	14
1982-10-25	0	2.47	23	13
1982-10-26	0	3.14	25	15
1982-10-27	0	4.38	24	16
1982-10-28	0	4.86	23	18
1982-10-29	0	5.26	27	19
1982-10-30	0	5.43	29	20
1982-10-31	0	5.79	26	21
1982-12-01	0	3.16	20	10
1982-12-02	0	5.05	18	12
1982-12-03	0	2.23	15	13
1982-12-04	0	1.68	12	11
1982-12-05	0	1.14	19	9
1982-12-06	0	2.21	19.5	11
1982-12-07	0	1.07	19.5	11
1982-12-08	27.5	1.7	18	12
1982-12-09	24.5	1.46	9.5	8
1982-12-10	2	0.84	11.5	7
1982-12-11	0	1.27	13	6.5
1982-12-12	0	2	8.5	7
1982-12-13	0	1.33	15.5	5
1982-12-14	1	1.46	13	7
1982-12-15	0	2	15	10
1982-12-16	0	0.6	18.5	11
1982-12-17	0	3.16	21	11.5
1982-12-18	0	3.31	22	12
1982-12-19	0	3.89	24	17
1982-12-20	0	3.94	24.5	18
1982-12-21	0	3.97	23	17
1982-12-22	0	3.86	23	17.5
1982-12-23	0	3.92	22.5	18
1982-12-24	0	3.88	22	18.5
1982-12-25	0	2.89	19	11
1982-12-26	4.5	1.07	17.5	16
1982-12-27	0	2.53	16	14.5
1982-12-28	0	2.36	16	12
1982-12-29	0	2.17	13	12
1982-12-30	1	3	14.5	11.5
1982-12-31	0	1.86	12.5	8
1983-01-01	0	1.47	13	7
1983-01-02	0	1.21	11.5	8
1983-01-03	0	1.13	13	8
1983-01-04	0	1.02	10	9
1983-01-05	0	1	11.5	7
1983-01-06	0	0.89	9	7
1983-01-07	0	0.96	8.5	6
1983-01-08	0	0.99	10	6
1983-01-09	0	0.87	12	8
1983-01-10	0	0.94	11.5	9
1983-01-11	0	0.9	12	8
1983-01-12	0	0.88	10.5	9
1983-01-13	0	1.14	14	8
1983-01-14	0	1.11	13	9
1983-01-15	0	1.19	12	10
1983-01-16	19.5	4.89	10	6
1983-01-17	0	0.48	10.5	4
1983-01-18	0	1.57	11	5
1983-01-19	4.5	2.39	12	8
1983-01-20	2.5	1.48	14	9
1983-01-21	13.5	2.52	12.5	10
1983-01-22	3.5	0.25	15	9
1983-01-23	0	6.1	17	10
1983-01-24	0	2.73	15	12
1983-01-25	0	4.99	18	12.5
1983-01-26	0	3.64	15.5	13
1983-01-27	0	3.22	13.5	12
1983-01-28	0	3.61	15	11
1983-01-29	0	3.82	17	12
1983-01-30	0	3.8	18	13
1983-01-31	3.5	1.82	16	13
1983-02-01	0	3.06	16.5	9
1983-02-02	0	1.4	14	10
1983-02-03	0.5	1.08	12	11
1983-02-04	0.5	2.34	12.5	8
1983-02-05	1	1.55	11.5	9
1983-02-06	0	1.5	12.5	8
1983-02-07	0	1.63	13.5	6.5
1983-02-08	0	1.94	13	7
1983-02-09	0	2.7	14	10
1983-02-10	0	4.1	18.5	12
1983-02-11	1	1.85	14.5	11
1983-02-12	0	1.95	13.5	7
1983-02-13	0	3.1	17	10
1983-02-14	0	3.72	16.5	11
1983-02-15	0	2.84	14.5	13
1983-02-16	0	1.74	12	11.5
1983-02-17	0	5.14	19.5	9
1983-02-18	0	4.2	18	10
1983-02-19	0	4.36	17	14
1983-02-20	0	4.83	17.5	13
1983-02-21	0	3.61	16.5	14
1983-02-22	0	4.89	21	13
1983-02-23	0	4.81	19.5	14
1983-02-24	0	4.67	20.5	16
1983-02-25	20	3.49	18.5	14
1983-02-26	1	4.43	12	11
1983-02-27	0	4.16	17	10.5
1983-02-28	0	3.69	18	11
1983-03-01	0	4	23.5	13
1983-03-02	0	4.08	24	15
1983-03-03	0	3.78	21.5	19
1983-03-04	0	4.33	26	17.5
1983-03-05	0.5	4.56	21	18
1983-03-06	0	4.23	22	18
1983-03-07	0	4.27	24	17
1983-03-08	0	4.76	25	16
1983-03-09	0	4.95	28	20
1983-03-10	0	3.16	23	18
1983-03-11	0	3.23	17	15
1983-03-12	0	3.47	23	13
1983-03-13	0	4	24	14
1983-03-14	0	2.92	20	17
1983-03-15	0	1.53	20	12
1983-03-16	0	3.12	19	12
1983-03-17	0	3.22	17	10
1983-03-18	0	3.2	20	12
1983-03-19	0	3.98	25	13
1983-03-20	0	3.18	22	19
1983-03-21	0	3.09	24	17
1983-03-22	0	3.16	20	14
1983-03-23	0	2.29	17.5	15
1983-03-24	0	3.56	20	13
1983-03-25	0	3.16	24	15
1983-03-26	0	3.73	25	15
1983-03-27	0	4.06	26	17
1983-03-28	0	4	25	16
1983-03-29	0	4.33	28.5	18
1983-03-30	0	4.73	27.5	18
1983-03-31	0	4.46	29	20
1983-04-01	0	4.4	23.5	20
1983-04-02	0	4.54	25	19
1983-04-03	0	4.18	22.5	20
1983-04-04	0	3.94	19	18.5
1983-04-05	0	3.81	18	15
1983-04-06	0	3.9	16.5	14
1983-04-07	0	3.32	15	12
1983-04-08	0	3.2	16	10.5
1983-04-09	0	3.88	20	11
1983-04-10	0	3.16	22	13
1983-04-11	0	4.32	27.5	17
1983-04-12	0	4.83	27.5	11
1983-04-13	0	5.17	24.5	21
1983-04-14	0	5.35	29	19
1983-04-15	0	5.06	27	20
1983-04-16	0	4.41	29	21
1983-04-17	0	6.46	28	22.5
1983-04-18	0	5.62	31	23
1983-04-19	0	6.11	30	25
1983-04-20	0	5.69	32	24
1983-04-21	0	5.81	29	26
1983-04-22	0	5.73	30	24
1983-04-23	0	5.85	32	25.5
1983-04-24	0	5.79	30	27
1983-04-25	0	5.8	33	25
1983-04-26	0	6.04	34.5	27.5
1983-04-27	0	6.19	32	23
1983-04-28	0	6.45	34	28
1983-04-29	0	6.89	36	20.5
1983-04-30	0	7.13	36	24
1983-05-01	0	7.64	32	30
1983-05-02	0	7.89	33	25
1983-05-03	0	6.74	30	24
1983-05-04	0	6.9	30.5	25
1983-05-05	0	6.57	29	20
1983-05-06	0	7.04	34	23
1983-05-07	0	6.86	30	25
1983-05-08	0	6.92	29.5	26
1983-05-09	0	7.06	32	25
1983-05-10	18.5	NULO	30	26
1983-05-11	0	7.02	29	23
1983-05-12	0	6.75	30.5	22
1983-05-13	0	7.31	33	26
1983-05-14	0	8.06	35	26.5
1983-05-15	0	7.04	30	24
1983-05-16	0	7.74	31	24.5
1983-05-17	0	7.82	30.5	23
1983-05-18	0	7.69	31	23
1983-05-19	0	7.03	29	25
1983-05-20	0	7.77	34	25.5
1983-05-21	0	7.52	30.5	27
1983-05-22	0	7.59	33	24
1983-05-23	0	7.4	31	26
1983-05-24	0	5.94	27.5	24
1983-05-25	2.5	4.25	26	22.5
1983-05-26	0	5.73	27.5	21
1983-05-27	37	5.9	27	21
1983-05-28	24.5	5.43	25	20
1983-05-29	0	5.75	31	20
1983-05-30	0	7.64	34.5	21
1983-05-31	0	8.01	28.5	23
1983-06-01	0	3.26	26	20
1983-06-02	0	8.53	33	18
1983-06-03	0	6.26	34.5	20
1983-06-04	38	5.35	34	27
1983-06-05	0	6.39	35	24
1983-06-06	14.5	6.49	29	26
1983-06-07	0.5	6.86	28	18
1983-06-08	0	7.75	34	19
1983-06-09	0	7.51	34	23.5
1983-06-10	0	7.74	36	24
1983-06-11	0	8.07	36	26
1983-06-12	0	8.22	35	25
1983-06-13	0	8.45	37	24
1983-06-14	0	8.17	36	26
1983-06-15	17	7.44	30	25
1983-06-16	2	7.17	32	22
1983-06-17	0	5.99	36	23
1983-06-18	0	7.77	34	26
1983-06-19	0	7.7	36	26
1983-06-20	0	7.94	36.5	28
1983-06-21	0	8.2	37	30
1983-06-22	0	8.55	37	24
1983-06-23	0	8.24	33.5	28
1983-06-24	43	4.98	37.5	25
1983-06-25	0	8.62	37	23
1983-06-26	0	8.06	38	28
1983-06-27	0	8.17	37	27.5
1983-06-28	0	9.7	30.5	25
1983-06-29	0	6.39	37	26
1983-06-30	0	9.45	36	28
1983-07-01	0	7.42	37	25
1983-07-02	0	8.66	35	26
1983-07-03	0	8.71	36	28.5
1983-07-04	0	8.77	34.5	26
1983-07-05	0	8.93	37	25
1983-07-06	0	9.22	39	27
1983-07-07	0	9.08	38	20
1983-07-08	0	8.29	38.5	27
1983-07-09	0	9.37	37	26
1983-07-10	0	9.26	35.5	27
1983-07-11	0	9.37	33	26
1983-07-12	0	8.88	36.5	24
1983-07-13	0	9.53	31	27
1983-07-14	0	9.35	36	23
1983-07-15	0	9.29	37	26.5
1983-07-16	0	9.43	36.5	27
1983-07-17	0	9.36	37	28
1983-07-18	0	9.39	34	27
1983-07-19	0	9.47	36	26
1983-07-20	0	9.63	39.5	27
1983-07-21	0	9.55	38	30
1983-07-22	0	9.49	34	27
1983-07-23	0	9.57	35.5	25
1983-07-24	0	9.61	37	26
1983-07-25	0	9.53	35	27
1983-07-26	0	9.71	38	25
1983-07-27	0	9.66	36	27
1983-07-28	0	9.69	39	26
1983-07-29	0	9.77	39.5	27
1983-07-30	0	9.7	37	26
1983-07-31	0	9.64	39	28
1983-08-01	0	9.73	34	24
1983-08-02	0	9.68	31	23
1983-08-03	0	9.83	37	24
1983-08-04	40	10.05	36	26
1983-08-05	0	11.16	38.5	21
1983-08-06	0	12	37	25
1983-08-07	0	9.96	38.5	26
1983-08-08	0	9.99	37	25
1983-08-09	0	9.91	34.5	28
1983-08-10	0	10.18	39	26
1983-08-11	3.5	11.96	38	27
1983-08-12	0	9.97	35.5	25
1983-08-13	5.5	12.36	35	26
1983-08-14	0.5	9.66	33	23
1983-08-15	0	9.87	37	24
1983-08-16	0	10.03	38.5	26
1983-08-17	0	9.97	37	27
1983-08-18	0	10.11	39	25
1983-08-19	0	9.98	35	28
1983-08-20	0	9.86	34	25
1983-08-21	0	10.04	38.5	24
1983-08-22	0	9.93	36	26
1983-08-23	0	10.22	39	23
1983-08-24	0	9.91	38	25
1983-08-25	0	9.99	35	26
1983-08-26	0	9.82	34	25
1983-08-27	0	9.95	36	23
1983-08-28	26.5	5.63	36.5	25
1983-08-29	0	9.73	33	24
1983-08-30	0	9.97	36.5	25
1983-08-31	0	9.9	38	26
1983-09-01	0	10.13	39.5	27
1983-09-02	0	9.86	34	26.5
1983-09-03	0	9.98	37	23
1983-09-04	0	10.08	35	25
1983-09-05	0	9.95	37	28.5
1983-09-06	0	9.97	34	24.5
1983-09-07	0	9.86	33	26
1983-09-08	0	9.93	36.5	23
1983-09-09	0	10.11	38.5	25
1983-09-10	0	9.1	34	27
1983-09-11	0	10.77	36.5	26
1983-09-12	0	10.26	38.5	27
1983-09-13	0	10.14	37	27
1983-09-14	6	9.02	34.5	26
1983-09-15	0	7.87	30	24
1983-09-16	0	8.59	33	26
1983-09-17	0	8.07	35	23
1983-09-18	0	10.21	39	24
1983-09-19	0	9.96	31	27
1983-09-20	0	10.08	37.5	17
1983-09-21	0	9.63	35.5	25
1983-09-22	0	9.48	32.5	25
1983-09-23	0	9.71	35	23
1983-09-24	0	9.66	33	24
1983-09-25	0	9.59	30	26.5
1983-09-26	0	9.43	35	25
1983-09-27	0	9.3	30	24
1983-09-28	0	9.47	32	23.5
1983-09-29	0	9.36	29	26
1983-09-30	0	8.29	28.5	23
1983-10-01	0	9.37	27	22
1983-10-02	0	8.86	28.5	21
1983-10-03	0	8.94	30	21
1983-10-04	0	8.66	29	25
1983-10-05	0	7.63	31	24
1983-10-06	0	8.59	30	26
1983-10-07	0	8.46	28.5	25
1983-10-08	0	8.55	28	24
1983-10-09	0	8.48	27	23
1983-10-10	0	8.37	27	22
1983-10-11	0	8.31	26	23
1983-10-12	0	8.39	29	22
1983-10-13	0	8.27	27	24
1983-10-14	0	8.22	27	20
1983-10-15	0	8.16	25	23
1983-10-16	0	7.93	29.5	20
1983-10-17	0	7.87	27	22
1983-10-18	0	7.69	25	21
1983-10-19	0	7.75	29	20
1983-10-20	0	7.62	26	22
1983-10-21	0	7.67	28	23
1983-10-22	0	7.64	29	23
1983-10-23	0	7.58	27	24
1983-10-24	0	7.53	25	23
1983-10-25	0	7.45	24	20
1983-10-26	0	7.31	23	20
1983-10-27	0	7.38	25	19
1983-10-28	0	7.27	24	20
1983-10-29	0	7.21	23	20
1983-10-30	0	7.14	22	19
1983-10-31	0	7.09	23	19
1983-11-01	0	6.57	21	20
1983-11-02	0	6.41	23	17
1983-11-03	0	6.35	21	18
1983-11-04	0	6.28	23	17
1983-11-05	0	6.19	24	18
1983-11-06	0	6.07	23	20
1983-11-07	0	5.93	25	20
1983-11-08	0	5.88	23	20
1983-11-09	0	5.71	25	20
1983-11-10	0	5.65	24	21
1983-11-11	0	8.5	25	20
1983-11-12	0	2.42	24	22
1983-11-13	0	5.37	25	21
1983-11-14	0	5.24	23	21
1983-11-15	0	5.15	22	20
1983-11-16	0	5.09	21	19
1983-11-17	0	4.89	20	18
1983-11-18	0	4.81	20	17
1983-11-19	0	4.76	19	17
1983-11-20	0	4.69	19	15
1983-11-21	0	4.61	19	17
1983-11-22	0	4.54	20	16
1983-11-23	0	4.47	19	17
1983-11-24	0	4.39	21	16
1983-11-25	0	4.27	20	17
1983-11-26	0	4.18	22	17
1983-11-27	0	4.05	21	18
1983-11-28	0	4	19	17
1983-11-29	0	3.92	20	16
1983-11-30	0	3.86	21	17
1983-12-01	0	3.8	21	17
1983-12-02	0	3.74	20	16
1983-12-03	0	3.69	22	17
1983-12-04	0	3.61	21	18
1983-12-05	0	3.55	22	17
1983-12-06	0	3.49	21	17
1983-12-07	0	3.42	19	17
1983-12-08	0	3.37	20	16
1983-12-09	0	3.28	22	18
1983-12-10	0	3.2	20	18
1983-12-11	0	3.16	20	18
1983-12-12	0	3	20	16
1983-12-13	0	2.89	19	17
1983-12-14	0	2.8	18	16
1983-12-15	0	2.76	19	15
1983-12-16	0	2.65	18	17
1983-12-17	0.5	3.11	15	13
1983-12-18	0	2.53	16	11
1983-12-19	0	2.46	15	12
1983-12-20	0	2.39	14	11
1983-12-21	0	2.3	13	10
1983-12-22	0	2.22	12	9
1983-12-23	0	NULO	6	3
1983-12-24	0	NULO	3	-6
1983-12-25	0	NULO	4	-6
1983-12-26	0	0.04	6	-4
1983-12-27	0	0.12	7	-3
1983-12-28	0	0.14	9	-2
1983-12-29	0	0.18	9	-4
1983-12-30	0	NULO	10	-5
1983-12-31	0	NULO	11	-7
1984-01-01	0	NULO	10	5
1984-01-02	19.5	NULO	8	3
1984-01-03	0	NULO	9	3
1984-01-04	0	NULO	9	5
1984-01-05	0	NULO	8	3
1984-01-06	0	NULO	7	1
1984-01-07	0	NULO	5	0
1984-01-08	0	NULO	6	0
1984-01-09	0	NULO	7	2
1984-01-10	0	NULO	7	2.5
1984-01-11	0	NULO	8	4
1984-01-12	0	NULO	9	4
1984-01-13	0	NULO	10	5
1984-01-14	0	NULO	11	6
1984-01-15	0	NULO	12	8
1984-01-16	0	NULO	11	8
1984-01-17	0	NULO	12	7
1984-01-18	0	NULO	13	8
1984-01-19	0	NULO	12	9
1984-01-20	0	NULO	15	9
1984-01-21	0	NULO	14	10
1984-01-22	0	NULO	13	10
1984-01-23	0	NULO	15	9
1984-01-24	27	NULO	13	10
1984-01-25	18.5	NULO	10	8
1984-01-26	0	NULO	14	10
1984-01-27	0	NULO	15	10
1984-01-28	0	NULO	14	10
1984-01-29	0	NULO	15	12
1984-01-30	0	NULO	13	11
1984-01-31	0	NULO	12	10
1984-02-01	0	NULO	11	8
1984-02-02	0	NULO	13	7
1984-02-03	0	NULO	14	9
1984-02-04	0	NULO	15	9
1984-02-05	0	NULO	13	11
1984-02-06	0	NULO	14	10
1984-02-07	0	NULO	15	11
1984-02-08	0	NULO	15	10
1984-02-09	0	NULO	16	12
1984-02-10	0	NULO	13	11
1984-02-11	0	NULO	14	10
1984-02-12	0	NULO	15	11
1984-02-13	0	NULO	14	12
1984-02-14	0	NULO	13	10
1984-02-15	0	NULO	12	8
1984-02-16	0	NULO	14	9
1984-02-17	0	NULO	15	10
1984-02-18	0	NULO	16	12
1984-02-19	0	NULO	17	12
1984-02-20	0	NULO	16	14
1984-02-21	0	NULO	18	13
1984-02-22	0	NULO	16	14
1984-02-23	0	NULO	16	14
1984-02-24	0	NULO	21	12
1984-02-25	0	NULO	19	10
1984-02-26	0	NULO	18	15
1984-02-27	0	NULO	18	13
1984-02-28	0	NULO	19	14
1984-02-29	0	NULO	21	14
1984-03-01	0	NULO	17	10
1984-03-02	0	NULO	18	12
1984-03-03	0	NULO	20	14
1984-03-04	0	NULO	15	10
1984-03-05	0	NULO	17	9
1984-03-06	0	NULO	17	12
1984-03-07	0	NULO	19	11
1984-03-08	0	NULO	23	14
1984-03-09	0	NULO	20	16
1984-03-10	0	NULO	24	15
1984-03-11	0	NULO	22	17
1984-03-12	0	NULO	23	17
1984-03-13	0	NULO	26	19
1984-03-14	0	NULO	26	20
1984-03-15	0	NULO	25.5	16
1984-03-16	0	NULO	24	19
1984-03-17	0	NULO	26	20
1984-03-18	0	NULO	27	21
1984-03-19	0	NULO	22	18
1984-03-20	0	NULO	26	16
1984-03-21	0	NULO	23	17
1984-03-22	0	NULO	24	18
1984-03-23	0	NULO	23	19
1984-03-24	0	NULO	22	18
1984-03-25	0	NULO	25	19
1984-03-26	0	NULO	23	20
1984-03-27	0	NULO	23	20
1984-03-28	0	NULO	22	18
1984-03-29	0	NULO	22	19
1984-03-30	0	NULO	20	17
1984-03-31	0	NULO	20	18
1984-04-01	0	NULO	21	16
1984-04-02	0	NULO	20	16
1984-04-03	0	NULO	23.5	17
1984-04-04	0	NULO	25	18
1984-04-05	0	NULO	26	20
1984-04-06	0	NULO	23	21
1984-04-07	0	NULO	27	19
1984-04-08	0	NULO	25.5	22
1984-04-09	0	NULO	28	21
1984-04-10	0	NULO	28	23
1984-04-11	0	NULO	29	23
1984-04-12	0	NULO	27.5	25
1984-04-13	0	5.39	21	19
1984-04-14	0	5.72	27	22
1984-04-15	0	5.45	23.5	20
1984-04-16	0	5.91	22	17.5
1984-04-17	0	6.22	23	20
1984-04-18	0	6.49	27	20
1984-04-19	0	6.33	25	20
1984-04-20	0	6.52	28	21
1984-04-21	0	6.59	29	26
1984-04-22	0	6.48	27	24
1984-04-23	0	6.18	22	18.5
1984-04-24	0	6.36	27	20
1984-04-25	0	6.57	29	20
1984-04-26	0	6.83	31	24
1984-04-27	0	6.79	29	25
1984-04-28	0	6.94	30	24
1984-04-29	0	6.88	29	25
1984-04-30	0	7.29	30	24
1984-05-01	0	7.63	32	26
1984-05-02	0	8.07	30	25
1984-05-03	0	7.98	33	26.5
1984-05-04	0	8.13	36	25
1984-05-05	0	9.19	30	24
1984-05-06	0	7.27	28	23
1984-05-07	0	8.39	34	22
1984-05-08	0	8.25	31	25
1984-05-09	0	8.41	33	23
1984-05-10	0	8.53	36	24
1984-05-11	0	8.47	31	27
1984-05-12	0	12.36	30	25
1984-05-13	0	8.55	33	23
1984-05-14	0	8.73	35	25
1984-05-15	0	8.61	32	25
1984-05-16	43	10.1	29.5	27
1984-05-17	17	7.22	24.5	22
1984-05-18	0	7.86	23	20
1984-05-19	0	7.93	25	19
1984-05-20	0	7.49	28	20
1984-05-21	0	7.56	29	22
1984-05-22	0	7.43	28	25
1984-05-23	0	7.61	29	23
1984-05-24	0	7.67	30	25
1984-05-25	0	7.83	31	26
1984-05-26	0	7.89	32	25
1984-05-27	0	7.96	29	27
1984-05-28	62	2.01	26	24
1984-05-29	0	7.85	29	21
1984-05-30	0	7.74	30	23
1984-05-31	0	7.9	33	25
1984-06-01	0	8.36	34	27
1984-06-02	0	8.21	32	25
1984-06-03	0	8.4	34	24
1984-06-04	0	8.33	33	25
1984-06-05	0	8.57	35	26
1984-06-06	0	8.49	33	27
1984-06-07	0	8.55	36	26
1984-06-08	0	8.61	35	26
1984-06-09	0	8.66	35	27
1984-06-10	2.5	11.49	36.5	28
1984-06-11	0	8.64	34.5	25
1984-06-12	0	8.99	36.5	27
1984-06-13	0	8.46	33	29
1984-06-14	0	9.41	37	25
1984-06-15	0	9	36	26
1984-06-16	0	9.27	38	27
1984-06-17	0	9.16	37	27
1984-06-18	0	9.33	36	26
1984-06-19	0	9.27	39	27
1984-06-20	0	9.43	31	27
1984-06-21	0	9.59	39	27
1984-06-22	0	9.29	36	29
1984-06-23	0	9.56	35	27
1984-06-24	0	9.65	38	21
1984-06-25	0	9.69	34	27
1984-06-26	0	9.73	32	26
1984-06-27	0	9.67	33	26
1984-06-28	0	9.79	35	26
1984-06-29	0	9.7	30	27
1984-06-30	0	9.77	37	25
1984-07-01	0	10.21	39.5	28
1984-07-02	0	10.11	38.5	30
1984-07-03	0	9.9	37	28.5
1984-07-04	0	9.83	36	26
1984-07-05	0	9.76	35.5	25
1984-07-06	0	9	34.5	27
1984-07-07	0	9.21	36	25
1984-07-08	0	9.45	35	26
1984-07-09	0	9.03	33	25
1984-07-10	0	7.35	35	25
1984-07-11	0	11.23	32	26
1984-07-12	0	9.2	36.5	25
1984-07-13	0	8.89	37	27
1984-07-14	0	9.18	37.5	26
1984-07-15	0	9.08	37	28
1984-07-16	0	8.74	35	28
1984-07-17	0	9.75	32.5	25
1984-07-18	0	8.03	35	27
1984-07-19	0	8.07	39	29
1984-07-20	0	9.15	40	27
1984-07-21	0	9.14	31.5	28
1984-07-22	1.5	7.78	29	22
1984-07-23	14.5	8.47	30	25
1984-07-24	0	8.61	32	24
1984-07-25	33	5.74	29	26
1984-07-26	0	6.1	31	23
1984-07-27	0	7.16	36.5	22
1984-07-28	4.5	7.34	30	24
1984-07-29	0	7.6	30	21
1984-07-30	0	8.73	30	22
1984-07-31	0	7.88	30	23
1984-08-01	0	8.97	34.5	24
1984-08-02	0	9.17	35	25
1984-08-03	0	9.39	37	25
1984-08-04	0	9.95	40.5	26
1984-08-05	0	10.43	35	29
1984-08-06	0	7.34	31.5	28
1984-08-07	0	8.17	34	24
1984-08-08	0	8.53	35	26
1984-08-09	0	7.1	36.5	27
1984-08-10	0	9	38.5	25.5
1984-08-11	0	8.12	37	27
1984-08-12	0	9.14	35.5	29
1984-08-13	0	8.42	30	27
1984-08-14	2.5	9.19	27.5	24
1984-08-15	0	7.37	30	22
1984-08-16	0	8.67	33	25
1984-08-17	0	9.13	30.5	23
1984-08-18	0	9.45	34	24
1984-08-19	0	10.21	35.5	26
1984-08-20	0	9.89	38	27
1984-08-21	0	10.07	39	25
1984-08-22	0	10.26	36	27
1984-08-23	0	10.19	34	25
1984-08-24	0	10	31	25
1984-08-25	0	10.29	37	24
1984-08-26	0	11.07	38.5	26
1984-08-27	0	9.5	36	28
1984-08-28	0	10.51	39	26
1984-08-29	0	10.65	40	27
1984-08-30	0	9.6	39	29
1984-08-31	0	8.07	39	25
1984-09-01	0	9.27	35	27
1984-09-02	34.5	2.23	28.5	25
1984-09-03	9	1.5	26	21
1984-09-04	13.5	1.37	29	21
1984-09-05	0	3.49	29	22
1984-09-06	0	3.9	28	21
1984-09-07	0	6.07	25	21
1984-09-08	0	2.33	21	20
1984-09-09	0	6.73	25	16
1984-09-10	0	6.7	30	18
1984-09-11	0	5.52	31	22
1984-09-12	0	5.72	33	26
1984-09-13	0	6.02	34	25
1984-09-14	0	5.84	30	25
1984-09-15	0	5.97	33	20
1984-09-16	13.5	1.49	28	24
1984-09-17	0	1.32	27	22
1984-09-18	0	4.72	28	19
1984-09-19	0	2.34	25	20
1984-09-20	0	5.07	21	17
1984-09-21	0	5.33	27	19
1984-09-22	0	6.43	36	21
1984-09-23	0	6.91	34	23
1984-09-24	0	7.15	36	25
1984-09-25	0	6.87	34	26
1984-09-26	0	6.52	32	25
1984-09-27	0	6.39	28	24
1984-09-28	15.5	1.74	19	17
1984-09-29	3	3.7	21	15
1984-09-30	0	2.97	22	16
1984-10-01	0	2.27	21	15
1984-10-02	0	3	20	16
1984-10-03	0	2.87	27	17
1984-10-04	0	2.41	30	18
1984-10-05	0	2.35	29	21
1984-10-06	0	2.21	28	22
1984-10-07	0	2.03	31	21
1984-10-08	0	1.48	27	22
1984-10-09	0	2.3	31	20
1984-10-10	34	4.07	36	24
1984-10-11	0	3.58	26	21
1984-10-12	0	4.42	31	20
1984-10-13	0	2.87	32	24
1984-10-14	0	3.1	31	25
1984-10-15	0	6.07	33	25
1984-10-16	0	5.58	27	26
1984-10-17	0	3.19	29.5	20
1984-10-18	0	3.38	31	22
1984-10-19	0	3.21	29	22
1984-10-20	0	2.86	25	23
1984-10-21	0	2.69	23	21
1984-10-22	1.5	1.26	17	16
1984-10-23	2.5	1.14	16	13
1984-10-24	8	1.04	16	13
1984-10-25	3.5	1.98	20	14
1984-10-26	0	2.07	23	15
1984-10-27	0	0.86	25	16
1984-10-28	0	1.03	25	19
1984-10-29	0	1.69	26	18
1984-10-30	0	2.36	29	19
1984-10-31	0	1.21	31	20
1984-11-01	26	0.84	17	12
1984-11-02	0.5	0.67	19	13
1984-11-03	0	1.08	20	14
1984-11-04	0	3.19	21	11
